Area,Bedrooms,Age,Price
1054,1,36,4687874
4286,7,3,23363741
3028,3,22,16050107
1871,2,24,9697548
3662,6,20,19605595
2984,5,7,16064114
4427,6,19,23605829
1040,1,40,4208836
770,2,7,4596298
2736,3,5,14878078
2893,3,35,14674817
3074,3,9,16183810
3619,6,27,18957073
3421,4,36,17629048
1910,2,32,9665854
4625,7,18,25190601
1955,4,18,10649184
4205,5,9,22731941
2574,3,10,13783258
4353,5,17,23049798
4510,5,18,23644402
4777,6,35,25452390
3934,6,15,21641395
1358,3,37,6380859
636,1,20,2789626
3025,3,4,16642428
3049,3,6,16282063
1748,3,20,9476232
1080,1,2,6082353
1008,2,25,5191853
2769,4,16,15130819
1416,2,15,7052879
2240,3,34,10921372
2949,5,21,16137934
3778,5,40,19317611
3715,6,5,20157550
1409,1,18,6682514
2673,4,4,14733093
3099,5,3,17157184
2749,5,27,14395031
3488,6,5,18995365
2943,5,0,16103828
1019,2,19,5357858
3503,4,39,17780664
1127,1,35,5238548
3184,4,28,16280763
4424,7,38,23734128
3095,3,26,15928701
3276,4,8,17531266
1823,2,14,9303899
4346,7,7,24085731
690,1,21,2824749
1673,3,9,9138261
3841,5,9,20969268
1992,3,18,10651617
1441,1,7,7265120
1810,2,13,9077603
2753,5,40,14216208
4751,7,27,25745271
3035,5,18,16644783
1296,2,12,6556393
2024,4,3,11420897
1183,1,34,5217128
1811,2,24,9112058
1866,3,18,9950444
4854,8,7,26760989
1101,1,4,6032040
1664,3,9,9434201
2014,2,16,10205577
3854,5,33,20040240
4378,7,26,23399678
1146,1,15,5412988
2821,3,3,15371156
4913,8,31,26542728
2422,3,25,12207158
4767,7,22,25460327
2659,3,18,14263055
3183,3,19,16480955
3883,6,0,21195732
4600,6,35,24006021
4387,7,30,23842071
671,1,17,3521086
673,2,21,3114205
2075,2,30,10302652
4389,6,4,23923528
3911,7,23,21077444
3721,4,31,19322371
4960,6,12,26462279
2986,4,28,15623707
1567,1,3,8037288
2126,3,5,11474453
3031,4,17,16298930
3032,3,14,16387821
1972,3,38,9848924
1112,1,39,4678669
2012,4,23,10790981
3923,6,11,21500512
1148,2,20,5878625
897,1,24,4448348
2577,4,18,13570927
3817,5,20,20055371
1252,1,8,6584926
3103,4,13,16297833
4923,7,18,26224229
3874,4,6,20811005
1689,3,31,8369115
1306,3,23,6713932
3902,7,21,21596575
3136,4,28,16704907
1408,2,23,6849628
3866,4,17,20237986
2092,2,28,10706552
4712,6,31,24725191
872,1,9,4238268
904,1,1,4865016
2238,3,11,11573580
1865,2,14,9613928
3702,4,31,18824014
4847,8,21,26038147
3037,5,5,16517566
1311,1,14,6345385
3177,4,13,17190421
2153,2,24,10639261
3501,4,36,17647833
4849,6,3,26215166
1918,1,28,9674640
4523,7,26,24199272
2779,3,39,14254335
1357,1,0,7634115
1635,1,28,7599683
4581,6,14,24703409
2910,5,0,16337982
1183,2,39,5643455
2520,2,39,12390516
2703,3,30,13817355
837,1,20,4283776
927,1,19,4865211
2395,4,23,12987805
2085,4,26,11156225
1315,2,7,6886226
1705,3,30,8252551
3090,3,38,15296761
4190,7,35,22074663
918,1,8,4570690
1447,1,3,7909414
2283,4,30,12010953
1331,1,36,6041736
3791,5,24,19905940
3591,6,31,18822395
2342,4,4,12730467
2157,3,32,11136298
2097,4,30,11165323
3341,5,37,17749650
4834,8,25,26044979
4590,8,4,25775407
2910,5,38,14959034
4184,6,25,22523630
1948,1,29,9496099
798,1,31,3683542
3105,3,16,16162078
2326,3,34,12085823
723,1,34,3170212
612,1,9,3356466
2312,2,9,11952731
4708,7,35,24794660
3177,3,9,16516146
2680,5,10,14723371
4054,5,19,21527377
2168,2,11,11109119
4066,7,37,21200866
1092,1,37,4594483
3796,6,1,21043535
1857,3,29,9067890
737,2,30,3385041
2018,3,36,10314566
3938,5,6,21291002
2078,3,5,11642207
2923,3,22,14867106
2966,5,32,15595176
4641,7,24,25310154
2348,3,13,12292511
2644,3,38,13601641
2640,3,15,14105323
2030,4,19,10864480
3755,4,38,19622072
2175,3,15,11260873
1934,1,7,10000034
3470,6,3,19332175
4686,7,10,25227447
1578,3,33,7912673
918,1,9,4442822
3097,4,25,16168805
2700,4,38,14009864
4946,8,25,26951535
874,2,25,4192720
1960,2,30,9500953
1066,1,15,5464043
1225,1,5,6198477
1142,1,23,5418797
4045,6,18,21704001
3574,5,29,18571634
999,1,35,3987462
3660,4,32,18598556
2733,4,34,14326534
3540,5,9,19364030
3349,4,13,17602070
3265,6,37,17425282
4865,6,8,26128802
3060,3,35,15392721
4209,5,34,21976071
4032,6,4,22201318
851,1,2,4676252
3144,5,22,16398558
3494,5,39,18313715
1328,2,30,6690513
3532,5,4,19543075
3249,4,11,17157384
4551,8,38,24164809
643,1,24,3169422
3875,6,31,20857740
3912,6,17,20989086
4892,8,20,26397383
4758,6,20,25272295
2259,3,13,11778028
3679,5,32,19452005
2130,3,26,11086735
4975,6,22,26143426
4965,8,22,26570736
985,1,38,4452442
1032,1,28,4782793
3500,6,8,19439582
1031,2,29,5316199
1792,2,15,9298703
4135,6,19,22000358
4832,6,21,25964225
4913,7,36,25718779
3322,4,12,17398353
1317,3,15,7151023
1277,2,10,6940051
2555,3,38,12446004
967,1,9,5091768
2144,4,27,11053139
4375,7,37,23013158
3402,6,34,18197855
2935,4,5,15864220
2565,3,9,13680697
4744,7,37,24989379
1495,3,8,7934592
4775,8,9,26492071
3334,6,2,18380197
4532,6,38,23621631
1022,1,2,5485792
4274,7,15,23400521
961,1,39,3854897
3758,6,35,19928594
4004,6,6,21743627
1799,1,29,8541946
1736,1,2,9006562
1052,1,23,4624834
3575,6,30,18669352
1699,2,27,8107367
4466,7,2,24483719
4883,6,29,26022634
1302,1,5,6859064
806,1,37,2941821
1618,3,37,7735459
4026,6,3,21803188
2487,4,36,12401471
3567,5,34,18436499
3131,3,17,16503605
1422,3,7,7662283
3182,5,6,17269528
3493,6,38,18097953
4633,8,16,25373393
1398,2,9,7044261
1867,2,33,9286410
2367,3,5,12785675
4545,5,17,23846413
3913,7,10,21985964
3040,4,7,16194060
1772,1,21,8505983
4402,5,21,23561726
3298,5,9,17905203
2959,5,12,16205451
3781,6,12,20291081
2257,2,3,12254884
3627,6,22,19572559
982,1,37,4429684
1297,1,25,6177653
3028,5,39,15592236
1162,1,30,5423389
3625,6,8,19772945
1430,2,21,7406628
4033,6,29,21069311
2069,3,1,11077375
4131,7,2,22825269
4495,6,12,24365254
2959,5,24,15954361
1094,1,18,5756940
3870,4,21,20713722
2842,3,20,14695161
971,1,12,5197703
4922,7,15,26787680
4404,5,23,23138231
1925,3,36,9258305
3095,4,39,15850146
4904,7,4,26668325
3898,5,14,21167067
730,2,33,3506296
4126,7,16,22813790
2482,4,33,12598728
4591,7,2,25701364
1882,2,20,9407264
4960,7,2,27567388
1078,1,40,4602830
2381,2,17,12209636
3222,4,26,16979387
4966,8,15,26953119
3229,3,25,16716931
915,1,30,3875052
4872,7,25,26200947
2168,3,32,11132873
3958,7,34,21440831
3762,5,6,20714839
4337,5,12,23086604
697,2,9,3637583
2119,4,26,11231074
4479,5,10,24194260
3892,5,9,20902087
1908,1,10,10042438
653,1,21,3292163
4141,7,7,23045787
1187,2,22,5890333
4461,6,18,23855607
4223,6,38,22172851
1425,3,39,6539857
1445,2,38,6596328
1223,1,39,5686932
2568,4,3,14369542
1773,2,22,8648590
634,1,39,2368516
4958,7,3,27379066
2477,3,6,13373207
1626,1,10,8445871
1039,1,11,5316262
1356,2,27,6880045
3475,4,19,18211486
2078,4,21,10719725
3789,6,16,20554100
794,1,5,4186400
3503,4,25,18402718
657,1,11,3471178
4995,8,24,26955177
4807,6,3,26444416
4816,6,27,25593940
3090,5,5,17053268
3666,4,30,19396332
3792,5,25,20172523
2556,4,22,13591571
3615,4,28,18531695
2929,4,10,15586696
3138,3,17,16851419
1548,3,3,8818174
776,2,20,3697972
783,1,2,3890830
2798,5,18,14982693
1463,3,7,8141895
4065,7,14,22218130
1071,2,13,5958018
4454,7,2,24291956
3801,5,32,19949271
4762,8,37,25201802
2327,4,14,12670082
1762,1,25,8442532
813,1,25,3911033
3952,7,31,20923588
858,1,24,3845056
2561,4,40,13184212
3144,3,33,15775680
2638,5,27,13851033
1620,2,15,8581204
4767,8,32,25858240
4811,7,1,26461031
1684,2,25,8573938
2231,3,40,10918503
3311,5,33,17606762
3789,5,36,19421999
2922,3,20,15199461
3125,3,20,16597576
3228,4,38,16739674
1860,3,33,9300771
2541,2,35,12723480
3886,5,40,20209557
3658,6,9,19941934
832,2,14,4222908
1395,2,32,7060317
3405,6,13,18849916
2162,3,25,10804244
3316,5,40,16944524
4212,7,32,22250157
1432,2,36,6780584
735,1,6,3907637
1627,2,32,7930639
2970,4,17,15569000
948,1,30,4399695
3526,6,33,18946318
2764,3,39,13808525
2062,3,39,10245506
4348,5,24,23203960
3739,4,38,19444080
1424,1,12,7436217
710,1,2,3994655
2642,3,20,13416195
3157,3,22,16565486
3524,6,13,19514331
3846,6,12,20915564
1593,1,39,6994293
2264,4,22,12183858
2202,3,23,11441367
2541,4,35,13007533
3788,6,22,20209581
1318,3,38,6697066
2542,3,22,13501407
4088,7,19,22602726
1987,4,8,11068144
4315,7,11,23456157
3887,6,4,21263063
1246,1,15,6176095
1674,1,16,8223086
3153,5,14,17442764
4321,6,33,22672357
4827,7,39,25098085
946,1,24,4724679
944,2,12,4743849
2115,4,24,11366881
2313,2,19,11837392
3718,6,27,19607262
3237,3,33,16284116
3540,4,40,18087978
3079,5,24,16751229
3316,4,0,17813476
2145,4,19,11771403
2703,3,19,14212739
4300,7,22,22933622
3550,4,20,18772698
3744,4,35,19440527
3181,3,22,16371427
978,1,5,5183183
4543,5,34,23306740
3092,4,26,16253186
4477,7,15,24608404
1048,1,32,4528623
4923,7,17,26290066
2460,4,39,12160162
1387,1,12,7328032
3031,5,3,16567606
2070,3,21,11021983
1052,2,25,4830932
4906,8,30,26117478
1632,1,40,7769768
3511,6,14,19534365
997,1,14,5015256
4536,7,35,23933284
2005,4,36,9930192
3776,5,5,20322326
3748,6,33,19532652
1496,3,34,7211427
3115,5,12,17296872
1845,3,13,9631466
3300,5,29,17673336
2986,4,19,15788836
4028,7,15,22024538
4984,6,23,26409468
1236,1,12,6060785
4172,6,35,22140212
4320,7,27,23531749
4045,5,7,21772479
616,1,16,2840814
3053,4,7,16196321
3112,5,26,16659312
768,1,14,3872909
3848,5,4,21354899
2769,4,33,14510915
1042,1,20,5246861
2478,3,39,12212576
613,1,13,3334857
1430,1,21,7378435
4364,5,27,23178341
3082,3,36,15297482
4909,8,20,27077356
3790,6,27,20612425
4471,6,34,23835136
2912,4,21,15536885
3802,6,9,21207634
1366,3,31,6779808
2920,5,1,16525311
4121,6,31,21426337
1836,1,18,9179214
3430,4,29,17965593
1608,1,0,8862518
3472,6,30,18522291
1491,3,2,8073679
3601,6,23,19085383
2314,2,18,11635670
1989,2,4,10639308
1013,2,13,5177480
4481,7,31,24018383
2694,5,30,14120506
4164,6,15,22900039
4845,8,26,26533123
768,1,3,3927721
1630,1,24,7991217
2482,2,40,12482838
4494,7,29,23757681
1686,1,35,7589332
3033,5,18,16063471
2891,3,24,15015326
957,1,10,5122002
4816,8,22,26099416
2177,3,21,11462802
3444,5,33,17855676
3022,5,11,16763669
1768,2,30,8886218
2241,3,33,11186779
2473,2,13,12713455
3897,4,17,20767483
1018,1,1,5187039
836,2,13,4581768
4486,7,26,24395130
1286,2,19,6644251
2165,2,11,11702722
1628,1,25,8314298
2238,4,14,12297875
3663,6,14,19842076
1461,1,15,7752177
2720,5,22,14550406
3427,4,6,18396459
3361,4,3,18577141
4578,8,40,24194539
1022,1,11,4945261
628,1,28,2707865
2586,3,27,13240970
3657,5,2,20452884
2960,4,25,15316048
2015,2,12,10577271
3343,5,22,17680913
4829,6,11,26338705
1453,3,11,8150444
776,1,33,2919372
1918,1,14,9554065
3910,6,0,21335953
1472,2,26,7060746
4808,8,9,26555467
2581,4,3,14376600
1364,3,22,7036618
3496,4,29,18370944
4081,5,15,22183336
996,2,20,5157757
3556,4,3,19002126
4261,6,36,22175680
868,2,37,4093412
965,1,10,5326876
4360,7,0,24467224
704,2,32,3120879
1762,2,36,8425160
3963,5,2,22013393
4938,8,27,26547137
4171,7,24,22302399
2966,3,17,15289067
2550,3,39,12940679
1790,2,22,8994449
3506,6,23,18645728
1878,1,27,9535767
4608,6,8,25378741
2614,4,1,14229503
4354,7,23,23571272
2158,3,15,11702117
4336,6,38,22925100
3259,4,8,17470136
3733,5,35,19679565
3894,5,24,20957752
1195,1,26,5341149
4346,5,26,23113035
3946,6,16,21017036
2243,3,27,11913419
4809,7,19,26328428
1697,3,4,9110564
2243,2,18,11371179
1306,1,14,6225689
1357,1,4,7129284
3582,4,2,19168535
4478,7,36,23516663
1731,2,27,8665356
2821,3,33,14440841
2775,3,38,13837424
862,1,17,4460503
980,1,33,4269828
676,2,40,2757095
2790,3,19,14867623
3567,6,30,19193236
3505,6,10,19553190
2570,2,19,13326967
1164,1,17,5820629
1629,3,28,8388368
1783,1,34,8778157
1015,1,37,4299859
2213,3,23,11280341
1243,1,25,5986011
3844,4,11,20719711
1456,2,17,7229394
2416,2,1,13168542
3850,4,40,19635552
4337,7,9,23499441
1768,3,21,9468046
1316,2,0,7128727
823,1,10,3905532
3368,4,23,18061767
4488,6,7,24689276
2096,2,37,9914881
3170,3,17,16889404
4153,5,39,21217099
4996,7,33,26608439
3295,6,8,18281656
2190,3,26,11055829
2276,2,24,11272476
863,1,11,4469164
863,1,7,4822032
3099,4,10,16655796
1500,1,7,8117577
1315,1,38,6310489
676,1,23,2862066
4201,5,36,21999386
3726,6,7,20587599
1651,3,38,7892870
4824,6,8,25902191
4937,6,31,25972489
4042,5,11,21566316
799,1,3,4359399
2277,2,39,11222749
1129,1,20,5830168
4419,6,11,24108549
2367,3,38,11825017
4655,7,24,25045264
2405,4,29,12530021
2531,4,28,13010740
2195,3,16,11681511
1758,3,17,8923664
1142,2,38,4908207
3556,6,39,18345529
670,2,21,3329951
4979,8,24,26649520
3300,5,23,17372677
3188,3,15,16726844
1942,1,29,9463978
3994,6,38,21094367
4873,8,37,26017187
4761,7,8,26175369
3293,6,35,17300486
3779,5,40,19284500
2214,3,17,11890507
3833,4,8,20654137
4458,6,5,24497591
4542,5,22,24158731
847,2,7,4298299
1215,1,19,5776792
3085,3,37,15630936
4039,6,13,21631560
1856,1,32,9181929
3253,4,33,16565152
1312,3,25,6609768
1803,1,0,9249461
614,1,34,2460437
3717,6,28,19574387
632,1,38,2352714
4296,7,7,24040929
774,1,0,4093823
3626,4,3,19519979
4912,7,30,26211915
4682,8,12,25976037
4548,5,25,23905586
4574,8,39,23984227
4636,7,9,25714415
1753,1,23,8283475
1956,4,7,10644677
2442,4,3,13284187
2378,4,10,13288915
1162,1,36,5231677
4399,5,13,23276771
939,1,1,4686344
3848,4,5,20719303
2822,5,2,15650652
4842,7,37,25319669
3236,4,15,17458155
2241,4,32,11861092
3962,6,6,21752172
884,1,34,4057916
3907,7,7,21415601
1023,1,21,5242333
2061,4,11,10984889
1408,1,22,7135189
1602,3,25,7950980
2187,3,22,11485501
726,1,37,2789149
1997,4,38,9898858
4887,7,29,26259568
2191,3,0,11763566
3941,7,14,21845816
2578,2,27,12742009
3237,5,2,17954453
2079,3,27,10937693
4521,5,26,23572381
3179,4,9,17137030
4151,7,22,22568436
4978,6,24,26472292
4371,6,23,23496626
779,1,32,3582629
1664,2,2,9398044
1722,3,6,9067985
1275,2,11,6539714
4413,5,9,23818250
3805,6,6,21153412
1545,2,31,7321617
3798,5,10,20845821
1388,3,13,7544241
3421,6,10,19180594
2758,3,36,13833753
2278,3,27,11971771
2675,5,1,14620281
3896,6,22,21259652
3715,4,21,19699327
2651,3,21,14002154
1560,2,39,7047683
4728,8,40,24895919
3010,3,27,15875955
4570,7,35,23890562
959,1,26,4191660
1964,3,31,9632820
1870,1,0,9717575
999,2,31,4623816
2604,5,8,14094887
1055,1,27,5139290
857,1,28,3546308
3868,5,23,20408966
2980,3,6,16320917
2064,3,4,11342575
2359,4,33,12433442
2876,3,31,14678000
843,2,11,4243541
4554,8,14,25318083
1448,1,24,7232072
3396,4,15,18072094
2190,4,10,12255662
1995,2,37,9362775
2446,2,17,12314379
827,1,10,4538760
1481,1,6,7884857
4297,7,20,23190390
2024,3,0,10969041
778,2,19,3856052
3401,5,16,18636501
4079,5,39,21335597
771,1,15,4134714
2454,2,27,12574845
1789,1,29,8714720
4878,7,10,26677933
3321,4,8,18288302
905,1,6,4550306
3049,3,38,15146985
4349,5,12,23185714
4318,7,16,23468845
863,1,7,4401687
3549,4,6,18849579
3617,6,30,19140141
4457,7,40,23573076
4001,6,12,22006769
1462,1,11,7512497
1176,1,23,5598538
1055,2,10,5554524
2865,3,33,14410725
3067,4,4,16463036
1373,3,39,6566175
4468,5,38,23150008
2008,3,13,10708055
2108,3,17,10897050
1735,2,35,8342354
2366,4,26,12256187
3396,4,9,18477971
4943,6,21,26339332
4530,5,40,23609004
4252,6,28,22622456
3277,4,33,16948403
2313,4,34,11759492
2254,2,17,11752735
4058,5,4,22007257
2455,3,14,13141894
2398,2,23,11847154
3936,7,36,21030392
2902,4,16,15534939
4348,5,28,22759254
662,2,20,3213165
1896,3,34,9105766
4283,5,31,22692320
4057,7,23,21761286
2080,2,28,10686969
626,1,7,2978733
4647,7,34,24711127
2965,5,25,15693622
3706,6,20,20138560
4803,8,19,26399232
1760,1,19,8920907
3655,6,20,19791657
1081,2,16,5211426
1898,2,17,10069812
2317,3,39,11822444
898,1,23,4340748
3161,4,11,16955533
1112,1,7,5543356
3224,4,1,17307729
4298,7,23,23179068
4869,8,38,26128123
2561,3,12,13720323
963,1,18,4359378
966,1,10,5074420
2544,3,39,12752562
2585,2,3,13442206
2484,3,16,12820358
4687,6,30,24472577
2653,4,29,13982434
836,2,25,3649959
2124,4,3,11513291
3517,6,6,19223286
4825,7,3,26447553
4254,7,12,23034940
772,2,1,4162267
2900,3,27,15196359
2282,3,15,11865627
3862,4,33,19864643
4370,6,0,24043793
2560,3,6,14116603
1984,2,35,9538147
3199,5,13,17510917
2883,3,11,15382515
2405,2,1,12950447
2187,4,6,12018587
1622,3,0,9437749
2876,5,27,15071339
4474,6,2,24823758
1979,3,3,10491466
2030,2,0,10624948
3391,6,1,19135491
4947,8,10,27192031
1938,2,26,10126349
3166,4,35,15930102
2932,3,34,14861775
702,1,34,3019054
3621,4,27,18993868
1180,1,24,5569904
2327,3,30,11699475
4837,6,23,25568698
1467,2,40,6538493
4910,8,2,27519862
2721,5,29,14090792
4812,8,14,25987955
2506,4,6,13366442
1466,1,10,7628625
2736,4,2,15340228
3175,4,3,17603185
4914,7,40,26255481
3826,5,2,20933637
2120,2,23,10639968
2660,4,18,14272626
4421,6,6,24300738
3197,4,40,16210581
2581,4,27,13520448
1648,2,3,8699182
4705,7,20,25097172
1277,2,21,6301944
4815,6,11,25906400
2600,5,12,13951837
1455,2,6,7429797
946,2,22,4787412
4943,6,37,25794126
1328,3,39,6629170
4440,6,20,24136538
2526,2,16,13244822
1942,2,8,9992358
3358,5,2,18899632
2155,4,40,10940441
4720,8,1,26003647
1173,1,35,5023651
1221,2,29,5785687
897,1,16,4600728
1864,3,10,9693866
4297,5,23,23044809
3631,5,8,19380796
1674,3,8,9339013
2663,5,18,14395721
1384,1,40,5891387
2848,5,40,15002949
4907,7,30,26414736
944,2,30,4117465
4656,6,1,25799905
2097,2,22,10707980
845,1,13,4602700
2690,5,30,14211976
3370,6,32,17776061
3469,5,25,18157059
1154,2,40,4886378
3179,3,1,17214806
4992,6,0,27624396
4029,7,26,21419290
2195,4,28,11309864
2949,3,20,15497191
1235,2,5,6333639
1624,3,14,8611884
4189,6,3,22906982
4449,7,8,24731551
1011,1,12,5260595
1392,3,13,7702499
2369,3,8,12931058
1548,3,31,7791963
2644,3,9,14423393
1427,1,33,7029111
1319,3,17,6883944
967,2,13,4701483
3981,7,17,21902656
2020,3,8,11221844
1268,1,32,5754639
3777,4,18,19997458
2035,3,30,10036518
2687,3,22,13889114
3765,6,15,20290249
1019,1,8,5373019
2343,2,8,12761112
3402,5,36,17719047
3756,4,18,19881127
3516,5,7,19043513
1948,3,25,10074313
1105,1,14,5343467
1992,4,0,11056190
2405,4,0,13002611
4967,8,34,26813450
2284,4,25,11725785
3311,5,19,17650740
2429,4,16,12763817
4927,6,7,26865018
3126,4,11,17018833
4733,8,11,25656394
1511,1,31,6879162
2062,4,34,10670383
1546,3,5,8583246
2943,5,33,15700547
4584,8,38,24613886
2509,2,31,12395098
2090,2,11,10953684
2321,3,14,12553863
3998,6,18,21176194
2023,4,29,10688568
3972,6,26,20838024
4646,7,4,25617627
4988,8,5,27811014
1222,1,18,6063844
4842,7,5,26818921
3361,5,12,18371533
2475,2,31,12339163
1062,2,0,6334755
3336,5,40,16929177
2715,5,34,13820859
1211,2,13,6601649
2840,3,18,15110672
2557,4,30,12960351
2512,3,19,13005934
1553,2,38,7198098
3946,6,22,21024098
3496,6,16,19077828
3100,4,30,16073282
2095,4,27,11322098
1898,1,40,9152116
2197,2,35,11116593
4549,7,25,24052347
1777,1,19,8611897
3246,4,33,16629956
1026,1,38,4116476
3983,6,27,21057498
1623,1,4,8917778
1826,3,15,9992126
2425,4,5,12941255
1004,2,25,5127496
1813,3,20,9209505
1749,3,17,9559544
706,2,11,4045132
1156,2,38,4955636
1108,2,1,6382834
1147,1,8,5935272
2165,2,6,11274505
1000,2,16,5245628
1987,3,0,10606279
2552,4,6,14364891
4754,7,4,25942082
2003,3,1,11026083
2580,2,14,13306402
3904,6,32,20596762
3585,5,1,20110282
2068,3,14,11363288
4166,5,19,21900345
1432,1,15,7280142
2668,3,35,13532418
1003,1,18,5162304
3270,4,8,17649549
4059,6,38,21390560
2830,4,14,15282015
3744,4,2,20497876
1819,2,36,8710425
2941,4,10,16031925
4231,7,40,22054969
2803,5,33,14361384
2305,3,6,12457738
4588,8,37,24213541
1745,3,5,9367726
4066,7,17,22286722
1500,2,40,7155176
1449,1,2,7337342
4297,7,35,22807134
1228,2,11,6768734
1449,3,3,7986644
2555,4,37,13113001
1887,3,31,9267168
4252,6,37,22127053
2704,3,7,14612348
3617,4,14,18901865
2246,4,23,12171648
1857,2,0,9891333
2842,5,27,15303565
3726,5,15,20317982
3441,5,12,19025764
3151,5,26,16454852
2515,2,5,13383407
4928,6,18,26108059
4211,6,15,22590198
1721,3,17,8733620
2412,4,16,12692923
2593,3,1,13933829
2481,2,27,12472711
3938,6,5,21814436
1618,2,9,8400725
641,1,10,3327034
934,1,32,4383128
3779,6,38,19516024
953,2,0,5582645
4405,5,38,23262356
2072,3,8,11401051
989,1,12,5363988
4037,6,28,21307241
2053,4,14,11420563
2096,4,21,10872274
1612,1,26,7950977
2344,2,5,12544221
2910,3,2,15422848
4596,6,36,24364425
1171,1,26,5467020
1126,2,30,5760644
3077,4,35,15472621
4454,6,5,24374766
2922,5,39,14908313
4277,5,1,23269075
3419,6,13,18429563
2950,3,26,14879085
1798,1,35,8218484
2065,4,37,10489715
4410,7,22,23988775
646,1,4,3501374
4307,7,1,23967478
2276,4,21,12105528
1799,1,34,8255723
1965,3,31,10116561
2776,3,7,14902885
4718,8,39,25231055
1781,3,28,9006008
3517,5,5,19069722
3782,5,10,20498084
2043,4,28,10462386
3016,4,34,15632654
3815,4,5,20760712
4887,6,4,26299478
1832,1,31,8945873
3353,6,0,19054100
1415,1,25,7124186
689,1,20,3031532
1893,2,35,9137026
731,1,37,3302834
1576,2,31,7334137
1823,3,25,9382104
1054,1,17,5358467
1817,1,31,8973293
3677,4,14,19570752
4631,8,11,25539123
1300,3,35,6173607
1917,3,18,9774240
1208,1,26,5876212
4062,6,40,21483959
4902,8,38,25737743
3128,5,22,17043273
1225,1,32,5997702
1018,1,1,5444295
920,2,39,3830007
1910,2,28,9308747
4978,7,27,26477349
2940,4,40,14809238
856,1,17,4278171
974,1,7,5423741
2913,5,6,16066529
3074,5,17,16447361
2198,2,20,11445694
3044,3,19,15970575
4205,7,3,23492946
2854,5,20,14953206
2850,3,31,14357555
4556,6,8,24714795
3848,6,34,19997805
1407,1,16,7148902
2972,5,21,15773087
1472,3,8,7990668
4002,7,30,21113834
1434,2,32,7124897
1412,1,22,7160224
2762,3,8,14465772
4974,6,8,26985683
2981,3,22,15146505
4333,7,21,23469971
4611,7,40,24583268
4398,6,36,22782563
2067,2,6,10844194
3298,6,13,17983398
1917,1,36,9241307
1773,2,38,8547723
1392,3,20,7554805
1995,3,16,10546707
4902,7,8,26922825
1416,1,27,6507180
1806,2,27,9110588
1997,3,36,9611651
3365,5,4,18299501
2136,2,28,10922198
2915,5,27,15208878
2589,4,15,14209888
3942,7,13,21677594
618,1,0,3542853
2397,2,19,12219338
1368,1,1,7209365
4196,6,25,22250670
3300,4,16,17583145
3766,4,9,19882047
3794,4,13,20345182
624,1,0,3532479
2376,3,20,12119309
1290,1,12,6335439
4365,6,16,23772799
4451,7,23,23636417
1579,2,33,7456164
1344,3,32,6848538
930,2,36,4257978
886,2,4,4810119
2595,3,15,14072760
3574,5,17,18788343
689,2,6,3582312
1878,2,14,9629349
996,1,4,5510908
1945,3,35,9877739
949,2,9,5282414
4803,8,8,26134355
922,1,21,4009798
3490,5,39,17773738
4702,7,23,25698319
2775,4,11,15016518
1193,1,10,5879319
1456,2,33,6811497
4952,6,35,25706288
3711,4,6,20092467
2567,4,1,13802408
1907,2,4,10083278
2949,4,8,16342892
3342,4,34,17127911
2952,3,27,15253518
3314,4,3,17889042
1468,1,11,7544041
4848,6,14,25969638
867,2,29,4471508
3728,6,39,19506631
960,1,35,4250128
2005,4,15,10671363
3654,4,30,19142423
753,2,4,4109247
2267,2,11,12219887
1838,1,34,8883567
1504,3,35,7166638
3849,5,8,20842355
4888,6,27,25684747
2896,4,33,14960810
2162,4,40,11056961
4193,6,6,22874292
3684,5,7,19712094
972,1,33,3888067
2502,3,27,12953795
1823,1,21,8862020
2883,3,36,14408714
4982,6,22,26306068
4679,7,25,24805889
4295,5,12,23274810
4365,7,39,23394604
3690,5,8,20440562
4400,6,0,24081385
1250,1,20,6141513
1871,2,32,9282114
4864,6,38,25707996
2263,3,30,11300196
3498,5,15,18954117
678,1,32,2544309
3214,3,10,16877444
4957,6,37,25997047
2133,3,12,11676740
2463,3,22,13162464
2343,4,33,11962709
4572,7,28,24320458
2578,4,24,13335475
2298,3,11,12535624
3469,6,9,19252828
4104,6,0,22683120
2714,4,21,14191898
1874,2,22,9607688
2277,4,8,12382435
766,1,37,3424107
2168,3,21,11098866
4749,8,37,25474236
3569,6,20,18920959
3547,6,10,19777886
936,1,13,4555800
4590,6,24,24747280
4333,7,7,23491828
2852,3,35,14382348
3178,4,39,16417603
4529,5,9,24106446
3885,4,35,19818598
2340,2,34,11747034
875,2,14,4554222
3617,6,35,19263657
4262,5,16,22562545
1608,3,10,8565649
4091,6,24,21890390
3867,4,18,20774993
3617,6,38,18850832
3338,4,9,18139511
2796,5,14,15202410
4260,7,33,22576996
4322,7,7,23794805
2880,3,23,15183352
4666,6,22,24791309
1297,1,19,6362036
2468,2,19,13058034
3527,6,14,19091195
3177,4,26,16961787
3618,5,9,19690148
2126,3,26,10714044
3854,5,34,20069621
3781,4,21,19922981
965,2,5,4912363
3239,4,35,16800903
1004,1,19,4839557
4713,8,32,25519962
2231,3,5,12337949
3835,4,28,20282860
3966,6,17,21281073
1663,3,0,9400609
3936,6,35,20476248
2648,5,18,14700773
4959,8,32,26696198
4435,7,17,24287053
3395,5,34,17703214
1068,1,29,5205832
4805,6,16,25733570
4162,6,37,21761455
3482,6,38,18044539
2748,5,22,14953951
